name,level,country_guess,name_starts_with,matched_country,gid
Khost,1,,False,AFG,AFG.17_1
Logar,1,,False,AFG,AFG.21_1
Wardak,1,,False,AFG,AFG.33_1
Parwan,1,,False,AFG,AFG.28_1
AFG.20,1,AFG,False,AFG,AFG.20_1
Kabul,1,AFG,False,AFG,AFG.14_1
Kapisa,1,,False,AFG,AFG.16_1
Panjshir,1,,False,AFG,AFG.27_1
Bamyan,1,,False,AFG,AFG.5_1
Kandahar,1,,False,AFG,AFG.15_1
Hilmand,1,,False,AFG,AFG.11_1
AFG.7,1,AFG,False,AFG,AFG.7_1
AFG.23,1,AFG,False,AFG,AFG.23_1
Hirat,1,,False,AFG,AFG.12_1
AFG.2,1,AFG,False,AFG,AFG.2_1
AFG.8,1,AFG,False,AFG,AFG.8_1
AFG.1,1,AFG,False,AFG,AFG.1_1
AFG.31,1,AFG,False,AFG,AFG.31_1
AFG.19,1,AFG,False,AFG,AFG.19_1
AFG.3,1,AFG,False,AFG,AFG.3_1
AFG.4,1,AFG,False,AFG,AFG.4_1
AFG.29,1,AFG,False,AFG,AFG.29_1
AFG.13,1,AFG,False,AFG,AFG.13_1
AFG.30,1,AFG,False,AFG,AFG.30_1
AFG,0,AFG,False,AFG,AFG
Balochistan,1,PAK,False,PAK,PAK.2_1
IRN.26,1,IRN,False,IRN,IRN.26_1
TJK.3,1,TJK,False,TJK,TJK.3_1
TJK.1,1,TJK,False,TJK,TJK.1_1
TJK.5.7,2,TJK,False,TJK,TJK.5.7_1
TJK.4,1,TJK,False,TJK,TJK.4_1
TJK.2,1,TJK,False,TJK,TJK.2_1
TJK.5,1,TJK,False,TJK,TJK.5_1
UZB.12,1,UZB,False,UZB,UZB.12_1
UZB.6,1,UZB,False,UZB,UZB.6_1
UZB.10,1,UZB,False,UZB,UZB.10_1
UZB.2,1,UZB,False,UZB,UZB.2_1
UZB.9,1,UZB,False,UZB,UZB.9_1
UZB.4,1,UZB,False,UZB,UZB.4_1
UZB.11,1,UZB,False,UZB,UZB.11_1
UZB.13,1,UZB,False,UZB,UZB.13_1
UZB.14,1,UZB,False,UZB,UZB.14_1
UZB.5,1,UZB,False,UZB,UZB.5_1
UZB.7,1,UZB,False,UZB,UZB.7_1
Uzbekistan,0,UZB,False,UZB,UZB
TKM.3,1,TKM,False,TKM,TKM.3_1
TKM.6,1,TKM,False,TKM,TKM.6_1
Turkmenistan,0,TKM,False,TKM,TKM
CHN.28.9,2,CHN,False,CHN,CHN.28.9_1
CHN.28.10,2,CHN,False,CHN,CHN.28.10_1
CHN.28.1.5,3,CHN,False,CHN,CHN.28.1.5_1
CHN.28.1.3,3,CHN,False,CHN,CHN.28.1.3_1
CHN.28.1.7,3,CHN,False,CHN,CHN.28.1.7_1
CHN.28.1.6,3,CHN,False,CHN,CHN.28.1.6_1
CHN.28.1,2,CHN,False,CHN,CHN.28.1_1
CHN.28.3.7,3,CHN,False,CHN,CHN.28.3.7_1
CHN.28.3.8,3,CHN,False,CHN,CHN.28.3.8_1
CHN.28.3.6,3,CHN,False,CHN,CHN.28.3.6_1
CHN.28.3.4,3,CHN,False,CHN,CHN.28.3.4_1
CHN.28.14,2,CHN,False,CHN,CHN.28.14_1
CHN.28,1,CHN,False,CHN,CHN.28_1
CHN.28.3,2,CHN,False,CHN,CHN.28.3_1
CHN.28.11,2,CHN,False,CHN,CHN.28.11_1
Mongolia,0,MNG,False,MNG,MNG
CHN.19,1,CHN,False,CHN,CHN.19_1
India,0,IND,False,IND,IND
Pakistan,0,PAK,False,PAK,PAK
Afghanistan,0,,False,AFG,AFG
SriLanka,0,LKA,False,LKA,LKA
Tajikistan,0,TJK,False,TJK,TJK
IND.34.7,2,IND,False,IND,IND.34.7_1
IND.34.42,2,IND,False,IND,IND.34.42_1
IND.34.43,2,IND,False,IND,IND.34.43_1
LBN,0,LBN,False,LBN,LBN
ISR,0,ISR,False,ISR,ISR
PSE,0,PSE,False,PSE,PSE
SYR,0,SYR,False,SYR,SYR
JOR,0,JOR,False,JOR,JOR
IRQ,0,IRQ,False,IRQ,IRQ
IRN,0,IRN,False,IRN,IRN
GRC,0,GRC,False,GRC,GRC
TUR,0,TUR,False,TUR,TUR
CYP,0,CYP,False,CYP,CYP
EGY,0,EGY,False,EGY,EGY
ALB,0,ALB,False,ALB,ALB
BIH,0,BIH,False,BIH,BIH
HRV,0,HRV,False,HRV,HRV
ITA,0,ITA,False,ITA,ITA
MLT,0,MLT,False,MLT,MLT
MNE,0,MNE,False,MNE,MNE
SVN,0,SVN,False,SVN,SVN
SDN,0,SDN,False,SDN,SDN
EGY.14,1,EGY,False,EGY,EGY.14_1
SDN.10,1,SDN,False,SDN,SDN.10_1
SDN.8,1,SDN,False,SDN,SDN.8_1
SDN.9,1,SDN,False,SDN,SDN.9_1
SDN.4,1,SDN,False,SDN,SDN.4_1
SDN.14,1,SDN,False,SDN,SDN.14_1
SDN.5,1,SDN,False,SDN,SDN.5_1
SDN.17,1,SDN,False,SDN,SDN.17_1
SDN.15,1,SDN,False,SDN,SDN.15_1
SDN.16,1,SDN,False,SDN,SDN.16_1
ESP,0,ESP,False,ESP,ESP
FRA.11,1,FRA,False,FRA,FRA.11_1
FRA.13,1,FRA,False,FRA,FRA.13_1
MCO,0,MCO,False,MCO,MCO
PRT,0,PRT,False,PRT,PRT
AND,0,AND,False,AND,AND
GIB,0,GIB,False,GIB,GIB
MAR,0,MAR,False,MAR,MAR
DZA,0,DZA,False,DZA,DZA
LBY,0,LBY,False,LBY,LBY
TUN,0,TUN,False,TUN,TUN
DZA.18,1,DZA,False,DZA,DZA.18_1
DZA.33,1,DZA,False,DZA,DZA.33_1
DZA.20,1,DZA,False,DZA,DZA.20_1
DZA.22,1,DZA,False,DZA,DZA.22_1
DZA.41,1,DZA,False,DZA,DZA.41_1
DZA.1,1,DZA,False,DZA,DZA.1_1
DZA.17,1,DZA,False,DZA,DZA.17_1
DZA.7,1,DZA,False,DZA,DZA.7_1
DZA.44,1,DZA,False,DZA,DZA.44_1
LBY.17,1,LBY,False,LBY,LBY.17_1
LBY.3,1,LBY,False,LBY,LBY.3_1
LBY.22,1,LBY,False,LBY,LBY.22_1
LBY.14,1,LBY,False,LBY,LBY.14_1
LBY.21,1,LBY,False,LBY,LBY.21_1
LBY.18,1,LBY,False,LBY,LBY.18_1
LBY.16,1,LBY,False,LBY,LBY.16_1
LBY.5,1,LBY,False,LBY,LBY.5_1
LBY.9,1,LBY,False,LBY,LBY.9_1
LBY.6,1,LBY,False,LBY,LBY.6_1
ARE,0,ARE,False,ARE,ARE
BHR,0,BHR,False,BHR,BHR
KWT,0,KWT,False,KWT,KWT
OMN,0,OMN,False,OMN,OMN
QAT,0,QAT,False,QAT,QAT
SAU,0,SAU,False,SAU,SAU
YEM,0,YEM,False,YEM,YEM
SOM,0,SOM,False,SOM,SOM
TZA,0,TZA,False,TZA,TZA
DJI,0,DJI,False,DJI,DJI
ERI,0,ERI,False,ERI,ERI
MDG,0,MDG,False,MDG,MDG
CHN.11,1,CHN,False,CHN,CHN.11_1
CHN.17,1,CHN,False,CHN,CHN.17_1
CHN.18,1,CHN,False,CHN,CHN.18_1
MNG,0,MNG,False,MNG,MNG
CHN,0,CHN,False,CHN,CHN
JPN,0,JPN,False,JPN,JPN
KOR,0,KOR,False,KOR,KOR
PRK,0,PRK,False,PRK,PRK
ARM,0,ARM,False,ARM,ARM
AZE,0,AZE,False,AZE,AZE
GEO,0,GEO,False,GEO,GEO
SYR.9,1,SYR,False,SYR,SYR.9_1
SYR.14,1,SYR,False,SYR,SYR.14_1
SYR.8,1,SYR,False,SYR,SYR.8_1
SYR.11,1,SYR,False,SYR,SYR.11_1
SYR.10,1,SYR,False,SYR,SYR.10_1
SYR.2,1,SYR,False,SYR,SYR.2_1
SYR.3,1,SYR,False,SYR,SYR.3_1
SYR.7,1,SYR,False,SYR,SYR.7_1
SYR.1,1,SYR,False,SYR,SYR.1_1
TUR.58,1,TUR,False,TUR,TUR.58_1
TUR.1,1,TUR,False,TUR,TUR.1_1
TUR.42,1,TUR,False,TUR,TUR.42_1
TUR.55,1,TUR,False,TUR,TUR.55_1
TUR.64,1,TUR,False,TUR,TUR.64_1
TUR.33,1,TUR,False,TUR,TUR.33_1
TUR.48,1,TUR,False,TUR,TUR.48_1
TUR.2,1,TUR,False,TUR,TUR.2_1
TUR.68,1,TUR,False,TUR,TUR.68_1
TUR.29,1,TUR,False,TUR,TUR.29_1
TUR.26,1,TUR,False,TUR,TUR.26_1
TUR.57,1,TUR,False,TUR,TUR.57_1
TUR.14,1,TUR,False,TUR,TUR.14_1
TUR.69,1,TUR,False,TUR,TUR.69_1
TUR.71,1,TUR,False,TUR,TUR.71_1
IRQ.17,1,IRQ,False,IRQ,IRQ.17_1
IRQ.8,1,IRQ,False,IRQ,IRQ.8_1
IRQ.16,1,IRQ,False,IRQ,IRQ.16_1
IRQ.6,1,IRQ,False,IRQ,IRQ.6_1
IRQ.12,1,IRQ,False,IRQ,IRQ.12_1
YEM.12.20,2,YEM,False,YEM,YEM.12.20_1
YEM.12.18,2,YEM,False,YEM,YEM.12.18_1
RUS.22,1,RUS,False,RUS,RUS.22_1
RUS.9,1,RUS,False,RUS,RUS.9_1
RUS.71,1,RUS,False,RUS,RUS.71_1
RUS.56,1,RUS,False,RUS,RUS.56_1
RUS.3,1,RUS,False,RUS,RUS.3_1
IRN.11,1,IRN,False,IRN,IRN.11_1
IRN.3,1,IRN,False,IRN,IRN.3_1
IRN.15,1,IRN,False,IRN,IRN.15_1
IRQ.2,1,IRQ,False,IRQ,IRQ.2_1
OMN.2,1,OMN,False,OMN,OMN.2_1
OMN.3,1,OMN,False,OMN,OMN.3_1
OMN.11,1,OMN,False,OMN,OMN.11_1
